Country,Age,Diet,Transportation,Housing,Carbon_Footprint
Germany,24,Meat-based,Public Transit,House,6.84
Spain,72,Vegan,Public Transit,Apartment,2.49
Italy,31,Vegan,Public Transit,House,3.07
UK,39,Vegetarian,Car,House,4.41
Spain,71,Vegetarian,Bicycle,Apartment,2.5
France,56,Vegan,Bicycle,House,1.66
Spain,31,Meat-based,Public Transit,House,4.49
Germany,63,Vegetarian,Car,House,6.28
Spain,79,Meat-based,Bicycle,Apartment,3.29
France,46,Vegan,Car,House,2.58
Italy,42,Meat-based,Public Transit,House,5.06
Spain,23,Vegetarian,Public Transit,House,3.46
Italy,76,Vegetarian,Public Transit,Apartment,3.26
UK,59,Vegan,Bicycle,Apartment,2.22
Spain,41,Meat-based,Car,Apartment,4.76
Germany,23,Vegan,Bicycle,Apartment,2.76
UK,77,Vegetarian,Public Transit,Apartment,3.42
Spain,35,Meat-based,Car,House,4.89
UK,22,Meat-based,Car,Apartment,5.02
Germany,36,Vegan,Public Transit,House,4.48
Germany,19,Meat-based,Bicycle,Apartment,4.43
France,35,Meat-based,Bicycle,Apartment,2.82
UK,66,Vegetarian,Bicycle,Apartment,2.58
Germany,33,Meat-based,Public Transit,Apartment,6.56
UK,70,Meat-based,Bicycle,Apartment,3.39
Germany,21,Vegetarian,Car,Apartment,5.25
UK,71,Vegetarian,Bicycle,House,3.06
Spain,29,Vegan,Car,Apartment,2.56
UK,66,Meat-based,Car,House,5.1
Italy,47,Vegan,Public Transit,House,2.93
Spain,74,Vegan,Public Transit,House,2.9
UK,63,Vegan,Public Transit,House,2.98
Spain,28,Vegan,Public Transit,Apartment,2.62
Germany,22,Vegan,Public Transit,House,3.83
Spain,42,Vegetarian,Public Transit,House,3.31
Spain,30,Meat-based,Car,House,5.36
Germany,46,Vegan,Bicycle,Apartment,2.99
Italy,43,Meat-based,Car,Apartment,5.23
Spain,34,Vegetarian,Public Transit,House,3.81
Italy,74,Meat-based,Public Transit,Apartment,4.28
France,33,Meat-based,Bicycle,Apartment,2.56
France,40,Vegetarian,Public Transit,House,2.8
Italy,40,Vegan,Bicycle,House,2.05
Spain,22,Vegetarian,Public Transit,Apartment,3.17
UK,28,Meat-based,Car,Apartment,5.19
UK,35,Meat-based,Car,Apartment,5.08
Italy,19,Vegetarian,Public Transit,House,4.1
Spain,40,Vegan,Public Transit,House,2.67
UK,55,Meat-based,Public Transit,House,4.88
UK,20,Vegan,Bicycle,Apartment,2.29
Germany,77,Vegetarian,Public Transit,House,5.79
Italy,27,Meat-based,Car,Apartment,4.96
Italy,43,Meat-based,Car,Apartment,4.65
Germany,30,Vegetarian,Bicycle,Apartment,3.81
Germany,45,Vegan,Bicycle,House,3.55
Germany,18,Meat-based,Car,Apartment,6.6
Spain,68,Meat-based,Car,House,5.5
Germany,77,Vegan,Public Transit,Apartment,3.42
Spain,69,Vegetarian,Bicycle,House,3.04
Italy,54,Vegan,Bicycle,House,2.32
Italy,51,Meat-based,Bicycle,House,4.0
Germany,32,Meat-based,Public Transit,House,6.61
UK,37,Vegetarian,Bicycle,House,2.8
UK,37,Vegetarian,Car,Apartment,4.0
Germany,74,Meat-based,Public Transit,Apartment,6.76
UK,50,Vegetarian,Public Transit,House,3.9
Italy,37,Meat-based,Car,Apartment,4.96
France,67,Vegetarian,Car,House,3.33
Spain,27,Vegetarian,Public Transit,Apartment,3.18
Italy,25,Vegetarian,Car,House,4.63
Spain,77,Vegetarian,Bicycle,Apartment,2.51
Germany,36,Meat-based,Bicycle,Apartment,4.69
UK,38,Vegan,Public Transit,Apartment,2.46
France,68,Vegan,Car,Apartment,2.31
Spain,75,Meat-based,Bicycle,Apartment,3.52
France,48,Meat-based,Car,Apartment,3.66
Italy,61,Vegan,Bicycle,House,2.33
France,20,Meat-based,Public Transit,House,3.51
UK,23,Meat-based,Bicycle,Apartment,3.69
Germany,68,Meat-based,Public Transit,House,6.38
UK,36,Vegan,Bicycle,Apartment,2.22
Italy,26,Meat-based,Public Transit,House,4.51
